"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM/CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM/CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","METHOD","COMMENT","INSTITUTION","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)",
"2016"," [20674] WANI H. (2016)","samp. M-50","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / MIDDLE PARSOI FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.3866","82.8853","24.3866","82.8853","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","0.84",
"2016"," [20674] WANI H. (2016)","samp. M-51","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / MIDDLE PARSOI FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.3866","82.8853","24.3866","82.8853","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","0.81",
"2016"," [20674] WANI H. (2016)","samp. M-55","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / MIDDLE PARSOI FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SLATE","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.3866","82.8853","24.3866","82.8853","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","1.51",
"2016"," [20674] WANI H. (2016)","samp. M-61","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / MIDDLE PARSOI FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.3866","82.8853","24.3866","82.8853","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","0.5",
"2016"," [20674] WANI H. (2016)","samp. M-66","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / MIDDLE PARSOI FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.3866","82.8853","24.3866","82.8853","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","0.57",
"2016"," [20674] WANI H. (2016)","samp. M-127","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / UPPER DUDHMANIYA FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","PHYLLITE","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.5796","82.2491","24.5796","82.2491","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","2.83",
"2016"," [20674] WANI H. (2016)","samp. M-133","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / UPPER DUDHMANIYA FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.5796","82.2491","24.5796","82.2491","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","1.56",
"2016"," [20674] WANI H. (2016)","samp. M-134","","CENTRAL INDIAN TECTONIC ZONE / MAHAKOSHAL SUPRACRUSTAL BELT / JUNGEL VALLEY / UPPER DUDHMANIYA FORMATION","","","OUTCROP","","","SUBAERIAL","METAMORPHIC ROCK","SCHIST","","","","2200000000","PROTEROZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","24.5796","82.2491","24.5796","82.2491","IGN","","NATIONAL GEOPHYSICAL RESEARCH INSTITUTE (NGRI), COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH","","","","","","","","","","","","","0.91",

Download from GEOROC - Geochemical Database
Date of Query: Saturday, October 14, 2017
Please note: There is a List of your Query Criteria at the End of this Sheet.

"[6163] N.N.  ; GEOLOGY AND GEOCHEMISTRY OF BASIC VOLCANICS FROM THE SAKOLI SCHIST BELT OF CENTRAL INDIA ; J. GEOL. SOC. INDIA 50 [1997] 209-221"
"[20674] WANI H., MONDAL M. E. A. ; GEOCHEMICAL EVIDENCE FOR THE PALEOPROTEROZOIC ARC - BACK ARC BASIN ASSOCIATION AND ITS IMPORTANCE IN UNDERSTANDING THE EVOLUTION OF THE CENTRAL INDIAN TECTONIC ZONE ; TECTONOPHYSICS 690 [2016] 318-GEOCHEMICAL EVIDENCE FOR THE PALEOPROTEROZOIC ARC - BACK ARC BASIN ASSOCIATION AND ITS IMPORTANCE IN UNDERSTANDING THE EVOLUTION OF THE CENTRAL INDIAN TECTONIC ZONE"

Criteria:
"QUERY"
"BY"
"GEOGRAPHY:"
"LONG.-MAX/MIN"
"85/78"
"|"
"LAT.-MAX/MIN"
"35/20"
"-"
"SAMPLE"
"CRITERIA"
"(COMBINED"
"WITH"
"AND):"
"-"
"ROCK"
"TYPE:"
"METAMORPHIC"
"ROCK"
